bill_id,order_id,customer_id,product_id,quantity,total_amount,payment_method,store_id
B20986,O20986,C6048,P29,1,319,UPI,S01
B20987,O20987,C17140,P02,2,510,Card,S05
B20988,O20988,C291,P02,2,510,Cash,S03
B20989,O20989,C7844,P33,3,1110,UPI,S05
B20990,O20990,C17603,P38,2,560,UPI,S04
B20991,O20991,C2836,P39,2,600,UPI,S06
B20992,O20992,C9214,P12,1,255,Cash,S05
B20993,O20993,C05,P06,2,600,Cash,S05
B20994,O20994,C16432,P26,1,335,Card,S01
B20995,O20995,C4614,P33,1,370,Cash,S02
B20996,O20996,C18178,P20,3,945,Card,S01
B20997,O20997,C6084,P24,3,1140,Cash,S07
B20998,O20998,C17136,P25,3,945,Card,S07
B20999,O20999,C16453,P43,1,250,Cash,S07
B21000,O21000,C4832,P25,3,945,UPI,S02
B21001,O21001,C9734,P38,2,560,Card,S06
B21002,O21002,C11006,P04,2,520,UPI,S07
B21003,O21003,C13827,P25,1,315,Cash,S08
B21004,O21004,C16270,P20,3,945,Cash,S02
B21005,O21005,C18129,P41,2,440,Card,S02
B21006,O21006,C6304,P31,1,330,Card,S08
B21007,O21007,C4189,P25,3,945,Cash,S01
B21008,O21008,C18781,P19,3,885,Cash,S03
B21009,O21009,C1453,P02,2,510,UPI,S08
B21010,O21010,C6702,P11,3,705,Card,S05
B21011,O21011,C15930,P31,2,660,Card,S02
B21012,O21012,C15052,P01,1,235,Card,S06
B21013,O21013,C834,P23,3,1080,Card,S05
B21014,O21014,C17149,P09,1,335,Card,S03
B21015,O21015,C874,P22,3,1020,Card,S06
B21016,O21016,C706,P39,1,300,Card,S01
B21017,O21017,C19809,P07,3,885,UPI,S02
B21018,O21018,C5758,P16,2,610,Card,S02
B21019,O21019,C4104,P14,1,300,UPI,S08
B21020,O21020,C15873,P19,1,295,UPI,S05
B21021,O21021,C18305,P04,3,780,Card,S08
B21022,O21022,C15640,P06,1,300,Cash,S04
B21023,O21023,C18664,P19,3,885,Card,S08
B21024,O21024,C12117,P23,2,720,Cash,S04
B21025,O21025,C1245,P15,3,960,UPI,S03
B21026,O21026,C14001,P41,2,440,Cash,S02
B21027,O21027,C11420,P05,2,560,Card,S01
B21028,O21028,C19708,P35,2,520,Cash,S01
B21029,O21029,C17842,P03,2,550,Cash,S06
B21030,O21030,C2111,P37,3,780,Card,S07
B21031,O21031,C7802,P17,2,650,Cash,S01
B21032,O21032,C3178,P33,2,740,UPI,S08
B21033,O21033,C13916,P23,1,360,UPI,S03
B21034,O21034,C12678,P37,1,260,UPI,S06
B21035,O21035,C15194,P29,2,638,Cash,S04
B21036,O21036,C18344,P40,3,630,Card,S07
B21037,O21037,C16990,P41,1,220,UPI,S05
B21038,O21038,C18683,P24,2,760,Cash,S08
B21039,O21039,C2821,P18,3,1035,UPI,S06
B21040,O21040,C2742,P12,3,765,Cash,S06
B21041,O21041,C10158,P07,3,885,UPI,S05
B21042,O21042,C15703,P10,1,215,Cash,S01
B21043,O21043,C15791,P01,2,470,Card,S08
B21044,O21044,C14203,P23,1,360,Card,S05
B21045,O21045,C12136,P28,1,299,UPI,S01
B21046,O21046,C17163,P25,1,315,Cash,S04
B21047,O21047,C9923,P29,3,957,UPI,S05
B21048,O21048,C15188,P15,1,320,Card,S08
B21049,O21049,C16251,P17,3,975,UPI,S06
B21050,O21050,C14379,P12,3,765,Card,S01
B21051,O21051,C12306,P14,2,600,UPI,S03
B21052,O21052,C9821,P01,3,705,UPI,S08
B21053,O21053,C10795,P03,3,825,Card,S04
B21054,O21054,C5446,P05,1,280,UPI,S03
B21055,O21055,C10270,P30,1,339,UPI,S04
B21056,O21056,C16367,P31,3,990,UPI,S05
B21057,O21057,C18032,P07,3,885,Card,S01
B21058,O21058,C1589,P27,1,355,UPI,S01
B21059,O21059,C10853,P23,1,360,UPI,S06
B21060,O21060,C19377,P43,2,500,UPI,S05
B21061,O21061,C16030,P15,1,320,Card,S05
B21062,O21062,C15262,P12,2,510,UPI,S02
B21063,O21063,C840,P09,2,670,Card,S07
B21064,O21064,C2208,P08,3,945,Card,S04
B21065,O21065,C8719,P23,3,1080,Cash,S05
B21066,O21066,C19333,P02,2,510,Cash,S01
B21067,O21067,C4984,P06,1,300,UPI,S01
B21068,O21068,C2933,P09,2,670,Card,S07
B21069,O21069,C12213,P22,3,1020,Cash,S02
B21070,O21070,C10139,P38,3,840,Card,S04
B21071,O21071,C5095,P38,1,280,Card,S04
B21072,O21072,C873,P22,2,680,UPI,S02
B21073,O21073,C14827,P15,1,320,Card,S01
B21074,O21074,C18945,P43,3,750,UPI,S08
B21075,O21075,C4237,P33,1,370,Cash,S01
B21076,O21076,C5751,P42,1,280,Cash,S06
B21077,O21077,C3501,P43,1,250,Cash,S04
B21078,O21078,C6132,P12,2,510,UPI,S01
B21079,O21079,C17796,P23,2,720,UPI,S01
B21080,O21080,C16888,P30,2,678,Card,S06
B21081,O21081,C9131,P16,1,305,UPI,S03
B21082,O21082,C10384,P13,1,280,Card,S05
B21083,O21083,C5717,P32,2,700,UPI,S08
B21084,O21084,C19667,P36,2,560,Cash,S07
B21085,O21085,C17744,P15,2,640,Cash,S04
B21086,O21086,C18755,P23,2,720,UPI,S04
B21087,O21087,C17326,P25,1,315,Card,S07
B21088,O21088,C8758,P38,3,840,Cash,S07
B21089,O21089,C1860,P11,3,705,Cash,S03
B21090,O21090,C1398,P04,3,780,UPI,S01
B21091,O21091,C1921,P33,1,370,Cash,S01
B21092,O21092,C13700,P41,3,660,Card,S07
B21093,O21093,C288,P26,1,335,Card,S01
B21094,O21094,C2142,P31,1,330,UPI,S07
B21095,O21095,C17810,P16,2,610,Cash,S02
B21096,O21096,C19940,P30,1,339,UPI,S08
B21097,O21097,C16756,P41,2,440,UPI,S03
B21098,O21098,C10132,P09,3,1005,UPI,S08
B21099,O21099,C16422,P08,3,945,Card,S08
B21100,O21100,C5316,P39,3,900,Cash,S03
B21101,O21101,C13159,P21,1,335,UPI,S01
B21102,O21102,C16511,P01,2,470,Cash,S05
B21103,O21103,C15675,P08,1,315,Card,S06
B21104,O21104,C18947,P36,2,560,Card,S01
B21105,O21105,C5378,P13,3,840,Cash,S06
B21106,O21106,C17895,P22,3,1020,Card,S06
B21107,O21107,C18954,P30,1,339,Card,S04
B21108,O21108,C18890,P28,3,897,UPI,S04
B21109,O21109,C19840,P36,3,840,UPI,S01
B21110,O21110,C1860,P14,3,900,Cash,S03
B21111,O21111,C4001,P24,1,380,UPI,S06
B21112,O21112,C15725,P14,2,600,Cash,S06
B21113,O21113,C6715,P27,3,1065,UPI,S03
B21114,O21114,C17553,P31,2,660,UPI,S06
B21115,O21115,C13146,P11,2,470,UPI,S07
B21116,O21116,C15639,P15,3,960,UPI,S01
B21117,O21117,C8448,P17,2,650,Card,S01
B21118,O21118,C18736,P12,1,255,UPI,S05
B21119,O21119,C19846,P06,3,900,Cash,S07
B21120,O21120,C11337,P02,2,510,Card,S03
B21121,O21121,C11486,P33,2,740,Card,S07
B21122,O21122,C13105,P03,3,825,Card,S06
B21123,O21123,C2007,P17,2,650,Card,S07
B21124,O21124,C3882,P09,2,670,UPI,S03
B21125,O21125,C12978,P25,1,315,Cash,S05
B21126,O21126,C12809,P36,2,560,UPI,S04
B21127,O21127,C8916,P40,2,420,UPI,S04
B21128,O21128,C5020,P06,3,900,Cash,S08
B21129,O21129,C5291,P15,2,640,Cash,S03
B21130,O21130,C11725,P15,1,320,UPI,S02
B21131,O21131,C5877,P08,3,945,Cash,S01
B21132,O21132,C17237,P08,3,945,UPI,S06
B21133,O21133,C10743,P17,2,650,UPI,S07
B21134,O21134,C3061,P03,2,550,UPI,S01
B21135,O21135,C3128,P23,2,720,UPI,S05
B21136,O21136,C1942,P40,1,210,Card,S08
B21137,O21137,C9091,P41,3,660,UPI,S03
B21138,O21138,C2274,P16,3,915,Cash,S03
B21139,O21139,C6950,P09,2,670,Cash,S01
B21140,O21140,C3822,P22,3,1020,UPI,S04
B21141,O21141,C1701,P42,2,560,Cash,S05
B21142,O21142,C6291,P02,1,255,Card,S08
B21143,O21143,C14684,P40,1,210,UPI,S03
B21144,O21144,C7161,P18,1,345,Cash,S01
B21145,O21145,C16895,P31,1,330,Card,S07
B21146,O21146,C14713,P41,3,660,Cash,S05
B21147,O21147,C9512,P03,2,550,UPI,S02
B21148,O21148,C8563,P22,2,680,UPI,S03
B21149,O21149,C15223,P34,3,720,Card,S01
B21150,O21150,C9579,P13,2,560,UPI,S06
B21151,O21151,C18241,P33,3,1110,Cash,S05
B21152,O21152,C12467,P41,2,440,Card,S01
B21153,O21153,C2823,P28,1,299,UPI,S08
B21154,O21154,C18278,P32,3,1050,UPI,S03
B21155,O21155,C235,P02,2,510,Cash,S04
B21156,O21156,C18630,P09,2,670,Card,S05
B21157,O21157,C11899,P15,1,320,Card,S02
B21158,O21158,C2913,P02,1,255,UPI,S08
B21159,O21159,C2949,P26,1,335,UPI,S03
B21160,O21160,C1819,P33,1,370,UPI,S03
B21161,O21161,C9830,P37,1,260,UPI,S03
B21162,O21162,C13283,P43,3,750,Card,S05
B21163,O21163,C3980,P22,1,340,UPI,S02
B21164,O21164,C12592,P17,1,325,UPI,S08
B21165,O21165,C4554,P26,3,1005,UPI,S06
B21166,O21166,C3889,P28,2,598,Card,S01
B21167,O21167,C7969,P03,3,825,Cash,S08
B21168,O21168,C8180,P13,1,280,Card,S03
B21169,O21169,C2889,P07,3,885,UPI,S03
B21170,O21170,C7657,P38,3,840,UPI,S07
B21171,O21171,C11511,P04,2,520,Card,S07
B21172,O21172,C18321,P35,3,780,Card,S04
B21173,O21173,C15123,P14,2,600,Card,S05
B21174,O21174,C10965,P31,3,990,Cash,S03
B21175,O21175,C12137,P30,2,678,Card,S04
B21176,O21176,C9243,P24,2,760,Card,S07
B21177,O21177,C4802,P23,3,1080,UPI,S02
B21178,O21178,C16173,P13,3,840,UPI,S03
B21179,O21179,C11309,P28,3,897,Cash,S04
B21180,O21180,C7592,P29,3,957,Cash,S01
B21181,O21181,C13928,P39,2,600,Cash,S01
B21182,O21182,C2217,P22,3,1020,UPI,S05
B21183,O21183,C3919,P01,3,705,UPI,S01
B21184,O21184,C2600,P43,3,750,UPI,S02
B21185,O21185,C14754,P39,3,900,Cash,S02
B21186,O21186,C3147,P05,3,840,Card,S07
B21187,O21187,C10654,P38,2,560,Cash,S02
B21188,O21188,C10320,P41,3,660,Card,S06
B21189,O21189,C7781,P37,3,780,UPI,S04
B21190,O21190,C9703,P38,2,560,Card,S01
B21191,O21191,C5546,P25,2,630,Cash,S03
B21192,O21192,C11845,P13,2,560,Card,S01
B21193,O21193,C8375,P39,2,600,Card,S03
B21194,O21194,C2299,P10,3,645,UPI,S07
B21195,O21195,C19877,P27,2,710,UPI,S03
B21196,O21196,C3442,P34,1,240,Cash,S08
B21197,O21197,C11484,P24,2,760,UPI,S07
B21198,O21198,C10183,P43,1,250,Cash,S02
B21199,O21199,C11595,P42,3,840,UPI,S06
B21200,O21200,C1913,P09,2,670,Card,S04
B21201,O21201,C9734,P26,1,335,Card,S08
B21202,O21202,C9074,P06,2,600,Card,S08
B21203,O21203,C14277,P17,2,650,UPI,S01
B21204,O21204,C13290,P41,3,660,UPI,S08
B21205,O21205,C9085,P06,2,600,Cash,S06
B21206,O21206,C7818,P32,3,1050,UPI,S01
B21207,O21207,C12153,P26,1,335,Card,S04
B21208,O21208,C4554,P34,1,240,UPI,S07
B21209,O21209,C9627,P37,1,260,UPI,S01
B21210,O21210,C10896,P40,3,630,Cash,S02
B21211,O21211,C1269,P35,1,260,Cash,S05
B21212,O21212,C1528,P27,2,710,Cash,S03
B21213,O21213,C1474,P42,3,840,Card,S02
B21214,O21214,C10020,P38,2,560,UPI,S06
B21215,O21215,C11404,P11,3,705,Card,S01
B21216,O21216,C6489,P25,2,630,Cash,S02
B21217,O21217,C2087,P19,2,590,UPI,S07
B21218,O21218,C3202,P27,3,1065,Cash,S03
B21219,O21219,C19907,P36,1,280,Cash,S07
B21220,O21220,C13222,P14,1,300,Card,S04
B21221,O21221,C14754,P22,1,340,Card,S04
B21222,O21222,C210,P18,2,690,Cash,S05
B21223,O21223,C11281,P34,1,240,UPI,S02
B21224,O21224,C16094,P33,2,740,Card,S04
B21225,O21225,C17340,P08,3,945,Cash,S02
B21226,O21226,C9512,P03,1,275,UPI,S06
B21227,O21227,C6354,P28,1,299,UPI,S04
B21228,O21228,C6412,P34,3,720,Cash,S05
B21229,O21229,C3938,P11,3,705,Card,S01
B21230,O21230,C18499,P01,2,470,Card,S08
B21231,O21231,C5304,P27,3,1065,Cash,S07
B21232,O21232,C14370,P16,2,610,Cash,S05
B21233,O21233,C11783,P20,1,315,UPI,S05
B21234,O21234,C14422,P42,1,280,Card,S06
B21235,O21235,C13728,P31,1,330,UPI,S07
B21236,O21236,C8021,P22,1,340,UPI,S02
B21237,O21237,C12780,P19,3,885,Card,S01
B21238,O21238,C10799,P25,1,315,UPI,S06
B21239,O21239,C16246,P25,3,945,UPI,S03
B21240,O21240,C2141,P17,1,325,Card,S06
B21241,O21241,C16305,P28,2,598,UPI,S01
B21242,O21242,C18184,P36,2,560,UPI,S04
B21243,O21243,C11053,P17,3,975,Card,S01
B21244,O21244,C10930,P09,3,1005,Cash,S02
B21245,O21245,C7387,P27,1,355,Card,S02
B21246,O21246,C9774,P28,1,299,Cash,S02
B21247,O21247,C13251,P18,3,1035,UPI,S07
B21248,O21248,C14232,P19,3,885,Card,S08
B21249,O21249,C7678,P08,3,945,Cash,S05
B21250,O21250,C1820,P02,3,765,UPI,S03
B21251,O21251,C15035,P22,2,680,Card,S05
B21252,O21252,C2948,P04,3,780,Cash,S04
B21253,O21253,C14162,P42,3,840,Card,S03
B21254,O21254,C2680,P14,3,900,UPI,S02
B21255,O21255,C11977,P03,2,550,UPI,S08
B21256,O21256,C19241,P30,3,1017,Cash,S03
B21257,O21257,C8431,P23,3,1080,UPI,S08
B21258,O21258,C6173,P27,2,710,Card,S05
B21259,O21259,C17135,P16,2,610,Cash,S05
B21260,O21260,C2054,P23,1,360,Cash,S04
B21261,O21261,C10527,P26,3,1005,Cash,S08
B21262,O21262,C15559,P36,3,840,UPI,S02
B21263,O21263,C795,P34,3,720,UPI,S05
B21264,O21264,C12414,P17,1,325,Card,S03
B21265,O21265,C2473,P32,3,1050,Card,S05
B21266,O21266,C14053,P18,3,1035,Card,S08
B21267,O21267,C14489,P35,3,780,Cash,S07
B21268,O21268,C18292,P18,1,345,Card,S08
B21269,O21269,C4404,P11,1,235,Cash,S01
B21270,O21270,C17958,P16,1,305,Card,S03
B21271,O21271,C5176,P32,2,700,UPI,S02
B21272,O21272,C117,P02,3,765,Card,S06
B21273,O21273,C4786,P21,3,1005,UPI,S03
B21274,O21274,C16458,P22,1,340,UPI,S08
B21275,O21275,C18629,P40,2,420,UPI,S03
B21276,O21276,C9929,P03,1,275,UPI,S06
B21277,O21277,C5530,P42,2,560,Card,S08
B21278,O21278,C14237,P11,2,470,Card,S03
B21279,O21279,C10752,P08,3,945,Card,S07
B21280,O21280,C17382,P23,1,360,Cash,S03
B21281,O21281,C2942,P27,2,710,UPI,S02
B21282,O21282,C529,P12,2,510,Cash,S01
B21283,O21283,C5571,P31,2,660,Card,S08
B21284,O21284,C1280,P16,3,915,Card,S05
B21285,O21285,C5531,P34,1,240,UPI,S07
B21286,O21286,C12950,P16,1,305,Card,S08
B21287,O21287,C10065,P31,1,330,Cash,S01
B21288,O21288,C8097,P03,3,825,Cash,S07
B21289,O21289,C10959,P16,2,610,Card,S02
B21290,O21290,C14047,P08,2,630,Card,S05
B21291,O21291,C8587,P04,2,520,Card,S03
B21292,O21292,C6696,P09,2,670,Card,S05
B21293,O21293,C16448,P41,1,220,UPI,S01
B21294,O21294,C13611,P39,2,600,UPI,S03
B21295,O21295,C18555,P06,2,600,UPI,S01
B21296,O21296,C345,P28,2,598,UPI,S03
B21297,O21297,C511,P22,2,680,Card,S05
B21298,O21298,C18543,P35,1,260,Cash,S08
B21299,O21299,C19860,P21,2,670,Card,S05
B21300,O21300,C4983,P21,3,1005,UPI,S02
B21301,O21301,C10381,P31,2,660,Cash,S03
B21302,O21302,C15661,P41,2,440,UPI,S03
B21303,O21303,C11262,P14,1,300,Cash,S03
B21304,O21304,C2440,P41,2,440,Cash,S08
B21305,O21305,C4331,P22,1,340,Card,S06
B21306,O21306,C19762,P24,3,1140,Cash,S03
B21307,O21307,C5117,P06,1,300,UPI,S03
B21308,O21308,C18563,P27,3,1065,Cash,S05
B21309,O21309,C16440,P19,1,295,Cash,S02
B21310,O21310,C9638,P11,3,705,Card,S07
B21311,O21311,C14393,P03,3,825,Card,S04
B21312,O21312,C6982,P27,2,710,Card,S03
B21313,O21313,C14010,P05,3,840,Card,S04
B21314,O21314,C17459,P26,2,670,Cash,S04
B21315,O21315,C7405,P28,3,897,UPI,S05
B21316,O21316,C16884,P26,2,670,UPI,S08
B21317,O21317,C14247,P17,3,975,Card,S05
B21318,O21318,C16229,P19,3,885,UPI,S01
B21319,O21319,C7758,P29,3,957,UPI,S06
B21320,O21320,C3746,P06,2,600,UPI,S04
B21321,O21321,C11205,P29,2,638,UPI,S07
B21322,O21322,C12547,P40,2,420,Cash,S04
B21323,O21323,C498,P03,3,825,Cash,S01
B21324,O21324,C8925,P22,2,680,UPI,S02
B21325,O21325,C11098,P21,3,1005,Cash,S01
B21326,O21326,C2771,P43,3,750,UPI,S04
B21327,O21327,C4786,P19,2,590,Card,S05
B21328,O21328,C14588,P05,3,840,Card,S05
B21329,O21329,C16026,P28,2,598,Card,S05
B21330,O21330,C4283,P42,2,560,Cash,S03
B21331,O21331,C16571,P29,1,319,UPI,S03
B21332,O21332,C18907,P25,2,630,Card,S04
B21333,O21333,C16547,P32,1,350,Cash,S03
B21334,O21334,C10880,P35,2,520,UPI,S05
B21335,O21335,C9760,P03,3,825,Cash,S05
B21336,O21336,C15541,P05,1,280,Card,S06
B21337,O21337,C5464,P23,1,360,UPI,S06
B21338,O21338,C12060,P17,2,650,Cash,S05
B21339,O21339,C16050,P04,2,520,UPI,S04
B21340,O21340,C12483,P31,1,330,Card,S08
B21341,O21341,C19740,P07,1,295,UPI,S03
B21342,O21342,C4957,P04,2,520,Card,S06
B21343,O21343,C13101,P42,1,280,Cash,S03
B21344,O21344,C9848,P16,3,915,Card,S03
B21345,O21345,C11318,P07,3,885,Cash,S08
B21346,O21346,C13599,P30,1,339,UPI,S07
B21347,O21347,C7025,P07,2,590,Card,S08
B21348,O21348,C15472,P34,1,240,Cash,S02
B21349,O21349,C879,P30,1,339,Card,S07
B21350,O21350,C16384,P01,1,235,Cash,S05
B21351,O21351,C18963,P28,1,299,Card,S01
B21352,O21352,C1574,P39,1,300,UPI,S02
B21353,O21353,C1872,P16,3,915,Cash,S03
B21354,O21354,C9301,P13,2,560,UPI,S07
B21355,O21355,C11983,P03,2,550,UPI,S02
B21356,O21356,C16087,P32,1,350,Cash,S07
B21357,O21357,C11321,P16,2,610,UPI,S04
B21358,O21358,C2399,P08,1,315,UPI,S06
B21359,O21359,C8479,P32,3,1050,UPI,S06
B21360,O21360,C16779,P42,3,840,UPI,S07
B21361,O21361,C2759,P32,3,1050,Cash,S02
B21362,O21362,C3681,P40,1,210,Card,S01
B21363,O21363,C1260,P06,3,900,UPI,S07
B21364,O21364,C10333,P16,3,915,UPI,S08
B21365,O21365,C5849,P14,2,600,Card,S07
B21366,O21366,C3987,P31,3,990,UPI,S04
B21367,O21367,C3737,P09,2,670,Card,S06
B21368,O21368,C15741,P08,2,630,Cash,S02
B21369,O21369,C10020,P19,1,295,UPI,S05
B21370,O21370,C8299,P24,1,380,Cash,S01
B21371,O21371,C10878,P33,2,740,Cash,S08
B21372,O21372,C3228,P13,3,840,Card,S07
B21373,O21373,C13411,P05,2,560,UPI,S01
B21374,O21374,C15580,P12,1,255,Card,S08
B21375,O21375,C17647,P15,1,320,UPI,S06
B21376,O21376,C19215,P25,2,630,UPI,S07
B21377,O21377,C5513,P23,1,360,UPI,S03
B21378,O21378,C12380,P31,1,330,Cash,S08
B21379,O21379,C3706,P42,2,560,UPI,S01
B21380,O21380,C16878,P21,2,670,Card,S03
B21381,O21381,C15480,P17,1,325,Card,S07
B21382,O21382,C19570,P29,3,957,Card,S05
B21383,O21383,C19070,P22,3,1020,Card,S02
B21384,O21384,C1537,P32,1,350,Cash,S08
B21385,O21385,C8613,P43,2,500,Card,S01
B21386,O21386,C11157,P19,3,885,Cash,S04
B21387,O21387,C89,P30,3,1017,Card,S07
B21388,O21388,C4813,P09,2,670,Card,S06
B21389,O21389,C17418,P33,3,1110,Cash,S04
B21390,O21390,C9498,P42,1,280,Cash,S02
B21391,O21391,C16054,P24,1,380,Card,S07
B21392,O21392,C17936,P28,3,897,Card,S04
B21393,O21393,C11169,P42,3,840,Card,S07
B21394,O21394,C15383,P34,2,480,Cash,S05
B21395,O21395,C15022,P24,3,1140,Card,S05
B21396,O21396,C3392,P03,1,275,Card,S01
B21397,O21397,C4757,P18,2,690,Cash,S04
B21398,O21398,C861,P23,1,360,Card,S02
B21399,O21399,C16869,P09,1,335,Cash,S08
B21400,O21400,C17958,P24,3,1140,Cash,S02
B21401,O21401,C2189,P08,2,630,Card,S05
B21402,O21402,C17694,P39,1,300,Cash,S02
B21403,O21403,C14039,P28,1,299,Cash,S03
B21404,O21404,C18500,P19,1,295,UPI,S04
B21405,O21405,C2178,P40,3,630,Cash,S01
B21406,O21406,C8924,P13,3,840,UPI,S08
B21407,O21407,C12295,P06,2,600,Card,S05
B21408,O21408,C4346,P05,3,840,Card,S06
B21409,O21409,C4514,P13,3,840,Cash,S04
B21410,O21410,C2202,P22,1,340,UPI,S03
B21411,O21411,C17490,P21,1,335,UPI,S08
B21412,O21412,C16798,P43,2,500,UPI,S02
B21413,O21413,C4253,P36,2,560,Card,S06
B21414,O21414,C15992,P20,2,630,Cash,S04
B21415,O21415,C14654,P34,1,240,Cash,S01
B21416,O21416,C15082,P36,1,280,UPI,S04
B21417,O21417,C717,P36,2,560,UPI,S01
B21418,O21418,C11447,P06,3,900,Cash,S06
B21419,O21419,C16776,P36,1,280,UPI,S08
B21420,O21420,C17233,P36,2,560,Card,S01
B21421,O21421,C2911,P16,3,915,Cash,S01
B21422,O21422,C16845,P02,3,765,Cash,S05
B21423,O21423,C8413,P15,2,640,UPI,S03
B21424,O21424,C11453,P24,1,380,Card,S01
B21425,O21425,C11268,P17,1,325,Cash,S08
B21426,O21426,C18129,P40,3,630,Card,S02
B21427,O21427,C4289,P43,3,750,Cash,S05
B21428,O21428,C4585,P17,1,325,Cash,S03
B21429,O21429,C5902,P15,1,320,UPI,S08
B21430,O21430,C7505,P26,2,670,Card,S05
B21431,O21431,C3767,P11,3,705,Cash,S01
B21432,O21432,C11768,P37,2,520,Card,S06
B21433,O21433,C12017,P09,1,335,Card,S01
B21434,O21434,C9714,P28,1,299,Card,S07
B21435,O21435,C19552,P18,1,345,Cash,S02
B21436,O21436,C9513,P18,2,690,Cash,S01
B21437,O21437,C741,P10,1,215,Cash,S06
B21438,O21438,C6111,P20,1,315,UPI,S06
B21439,O21439,C2021,P09,3,1005,Card,S07
B21440,O21440,C3341,P17,1,325,Card,S06
B21441,O21441,C9306,P40,2,420,Card,S03
B21442,O21442,C17203,P26,3,1005,Cash,S07
B21443,O21443,C7702,P34,2,480,Card,S05
B21444,O21444,C3310,P19,2,590,Card,S05
B21445,O21445,C18143,P41,1,220,Card,S03
B21446,O21446,C7166,P01,1,235,UPI,S07
B21447,O21447,C12923,P05,2,560,UPI,S01
B21448,O21448,C2194,P03,2,550,UPI,S06
B21449,O21449,C11001,P09,1,335,Card,S05
B21450,O21450,C16624,P31,2,660,UPI,S01
B21451,O21451,C5620,P27,2,710,UPI,S07
B21452,O21452,C11091,P34,1,240,Card,S04
B21453,O21453,C1946,P22,3,1020,Card,S03
B21454,O21454,C17797,P16,1,305,Card,S07
B21455,O21455,C15666,P40,3,630,UPI,S07
B21456,O21456,C1232,P09,3,1005,Card,S05
B21457,O21457,C15514,P01,3,705,Cash,S03
B21458,O21458,C10891,P31,2,660,Card,S01
B21459,O21459,C5838,P40,2,420,UPI,S02
B21460,O21460,C6890,P35,3,780,Card,S05
B21461,O21461,C3051,P14,3,900,Cash,S03
B21462,O21462,C17657,P12,2,510,UPI,S03
B21463,O21463,C4391,P08,1,315,UPI,S07
B21464,O21464,C1897,P28,3,897,Cash,S05
B21465,O21465,C8761,P09,3,1005,UPI,S04
B21466,O21466,C9011,P24,1,380,Cash,S08
B21467,O21467,C17854,P09,1,335,Cash,S03
B21468,O21468,C2038,P19,3,885,Cash,S02
B21469,O21469,C21,P11,2,470,Card,S04
B21470,O21470,C12252,P16,3,915,Card,S06
B21471,O21471,C14673,P32,3,1050,Cash,S03
B21472,O21472,C8732,P04,1,260,Card,S07
B21473,O21473,C7284,P39,3,900,Cash,S07
B21474,O21474,C18605,P09,3,1005,UPI,S02
B21475,O21475,C241,P15,3,960,UPI,S03
B21476,O21476,C17392,P15,1,320,UPI,S06
B21477,O21477,C7678,P39,1,300,UPI,S02
B21478,O21478,C19606,P37,1,260,Card,S07
B21479,O21479,C14588,P09,2,670,Cash,S08
B21480,O21480,C5310,P11,1,235,Card,S06
B21481,O21481,C12745,P02,2,510,Card,S03
B21482,O21482,C1128,P26,1,335,Cash,S07
B21483,O21483,C14714,P03,3,825,UPI,S01
B21484,O21484,C4432,P29,3,957,UPI,S03
B21485,O21485,C15216,P40,3,630,Card,S08
B21486,O21486,C7154,P22,3,1020,UPI,S03
B21487,O21487,C11212,P30,1,339,UPI,S08
B21488,O21488,C19748,P18,1,345,UPI,S02
B21489,O21489,C17261,P17,3,975,Cash,S08
B21490,O21490,C11348,P19,3,885,UPI,S03
B21491,O21491,C14,P19,2,590,UPI,S01
B21492,O21492,C3067,P24,2,760,Card,S08
B21493,O21493,C10275,P21,2,670,Cash,S01
B21494,O21494,C9569,P38,1,280,UPI,S02
B21495,O21495,C8228,P25,2,630,Card,S08
B21496,O21496,C4929,P09,3,1005,UPI,S08
B21497,O21497,C9139,P34,1,240,Card,S01
B21498,O21498,C19629,P04,1,260,Cash,S02
B21499,O21499,C5112,P16,2,610,Cash,S07
B21500,O21500,C7304,P24,2,760,Cash,S07
B21501,O21501,C14314,P18,1,345,UPI,S05
B21502,O21502,C17244,P13,1,280,Card,S06
B21503,O21503,C789,P15,2,640,UPI,S07
B21504,O21504,C14980,P10,3,645,Cash,S06
B21505,O21505,C8075,P24,3,1140,Cash,S04
B21506,O21506,C18230,P09,3,1005,UPI,S01
B21507,O21507,C14544,P37,1,260,UPI,S02
B21508,O21508,C8799,P16,3,915,Card,S02
B21509,O21509,C3419,P35,2,520,Cash,S07
B21510,O21510,C10940,P09,2,670,Cash,S08
B21511,O21511,C13132,P06,2,600,Cash,S02
B21512,O21512,C12519,P01,2,470,Card,S07
B21513,O21513,C8591,P04,1,260,Card,S04
B21514,O21514,C209,P16,3,915,UPI,S03
B21515,O21515,C5130,P43,1,250,UPI,S06
B21516,O21516,C10591,P42,3,840,Card,S04
B21517,O21517,C14136,P08,1,315,UPI,S07
B21518,O21518,C17293,P24,1,380,Card,S03
B21519,O21519,C2030,P40,1,210,UPI,S04
B21520,O21520,C12017,P39,1,300,Cash,S06
B21521,O21521,C12407,P30,1,339,Cash,S07
B21522,O21522,C11542,P20,1,315,Card,S03
B21523,O21523,C12592,P29,2,638,Cash,S08
B21524,O21524,C17456,P40,3,630,Card,S05
B21525,O21525,C1376,P04,1,260,UPI,S02
B21526,O21526,C10554,P14,3,900,UPI,S01
B21527,O21527,C10558,P13,3,840,Card,S08
B21528,O21528,C12922,P17,1,325,UPI,S05
